"X","X0","X1","X2","X3","X4","X5"
185669,1653323,"COMM 2015-CCRE27 Mortgage Trust","10-K","2018-03-16","edgar/data/1653323/0001056404-18-001395.txt","edgar/data/1653323/0001056404-18-001395-index.html"
185674,1653384,"Runway Growth Credit Fund Inc.","10-K","2018-03-29","edgar/data/1653384/0001144204-18-017870.txt","edgar/data/1653384/0001144204-18-017870-index.html"
185710,1653477,"Ingevity Corp","10-K","2018-02-28","edgar/data/1653477/0001653477-18-000008.txt","edgar/data/1653477/0001653477-18-000008-index.html"
185745,1653542,"Morgan Stanley Bank of America Merrill Lynch Trust 2015-C25","10-K","2018-03-23","edgar/data/1653542/0001019965-18-000067.txt","edgar/data/1653542/0001019965-18-000067-index.html"
185748,1653558,"M I Acquisitions, Inc.","10-K","2018-03-27","edgar/data/1653558/0001615774-18-002122.txt","edgar/data/1653558/0001615774-18-002122-index.html"
185775,1653653,"Red Rock Resorts, Inc.","10-K","2018-03-01","edgar/data/1653653/0001653653-18-000004.txt","edgar/data/1653653/0001653653-18-000004-index.html"
185811,1653716,"World Omni Auto Receivables Trust 2015-B","10-K","2018-03-29","edgar/data/1653716/0001144204-18-017934.txt","edgar/data/1653716/0001144204-18-017934-index.html"
185893,1654151,"Deciphera Pharmaceuticals, Inc.","10-K","2018-03-28","edgar/data/1654151/0001193125-18-099539.txt","edgar/data/1654151/0001193125-18-099539-index.html"
185923,1654250,"Santander Drive Auto Receivables Trust 2015-5","10-K","2018-03-30","edgar/data/1654250/0001193125-18-102460.txt","edgar/data/1654250/0001193125-18-102460-index.html"
185959,1654330,"COMM 2015-LC23 Mortgage Trust","10-K","2018-03-16","edgar/data/1654330/0001056404-18-001387.txt","edgar/data/1654330/0001056404-18-001387-index.html"
186024,1654588,"HIP CUISINE INC.","10-K","2018-03-30","edgar/data/1654588/0001640334-18-000563.txt","edgar/data/1654588/0001640334-18-000563-index.html"
186080,1654734,"Wells Fargo Commercial Mortgage Trust 2015-C31","10-K","2018-03-21","edgar/data/1654734/0001056404-18-001592.txt","edgar/data/1654734/0001056404-18-001592-index.html"
186104,1654785,"Capital Auto Receivables Asset Trust 2015-4","10-K","2018-03-28","edgar/data/1654785/0001654785-18-000010.txt","edgar/data/1654785/0001654785-18-000010-index.html"
186134,1654865,"GM Financial Automobile Leasing Trust 2015-3","10-K","2018-03-27","edgar/data/1654865/0001193125-18-096938.txt","edgar/data/1654865/0001193125-18-096938-index.html"
186164,1655008,"HAHA GENERATION CORP.","10-K","2018-03-29","edgar/data/1655008/0001640334-18-000553.txt","edgar/data/1655008/0001640334-18-000553-index.html"
186170,1655020,"Extraction Oil & Gas, Inc.","10-K","2018-02-27","edgar/data/1655020/0001655020-18-000027.txt","edgar/data/1655020/0001655020-18-000027-index.html"
186210,1655050,"Bain Capital Specialty Finance, Inc.","10-K","2018-03-16","edgar/data/1655050/0001047469-18-001759.txt","edgar/data/1655050/0001047469-18-001759-index.html"
186224,1655075,"Armstrong Flooring, Inc.","10-K","2018-03-06","edgar/data/1655075/0001655075-18-000003.txt","edgar/data/1655075/0001655075-18-000003-index.html"
186281,1655152,"Ford Credit Auto Lease Trust 2015-B","10-K","2018-03-27","edgar/data/1655152/0001655152-18-000008.txt","edgar/data/1655152/0001655152-18-000008-index.html"
186286,1655153,"CSAIL 2015-C4 Commercial Mortgage Trust","10-K","2018-03-22","edgar/data/1655153/0001056404-18-001704.txt","edgar/data/1655153/0001056404-18-001704-index.html"
186465,1655887,"Owl Rock Capital Corp II","10-K","2018-03-05","edgar/data/1655887/0001564590-18-004298.txt","edgar/data/1655887/0001564590-18-004298-index.html"
186478,1655888,"Owl Rock Capital Corp","10-K","2018-03-05","edgar/data/1655888/0001564590-18-004294.txt","edgar/data/1655888/0001564590-18-004294-index.html"
186537,1656088,"JPMBB Commercial Mortgage Securities Trust 2015-C33","10-K","2018-03-20","edgar/data/1656088/0001056404-18-001513.txt","edgar/data/1656088/0001056404-18-001513-index.html"
186563,1656239,"Pinnacle Entertainment, Inc.","10-K","2018-03-01","edgar/data/1656239/0001656239-18-000022.txt","edgar/data/1656239/0001656239-18-000022-index.html"
186639,1656328,"Sienna Biopharmaceuticals, Inc.","10-K","2018-03-15","edgar/data/1656328/0001193125-18-084145.txt","edgar/data/1656328/0001193125-18-084145-index.html"
186746,1656681,"Wells Fargo Commercial Mortgage Trust 2015-NXS4","10-K","2018-03-21","edgar/data/1656681/0001056404-18-001587.txt","edgar/data/1656681/0001056404-18-001587-index.html"
186777,1656839,"GS Mortgage Securities Trust 2015-GS1","10-K","2018-03-23","edgar/data/1656839/0001056404-18-001764.txt","edgar/data/1656839/0001056404-18-001764-index.html"
186804,1656936,"MGM Growth Properties LLC","10-K","2018-03-01","edgar/data/1656936/0001628280-18-002611.txt","edgar/data/1656936/0001628280-18-002611-index.html"
186885,1657146,"AmeriCredit Automobile Receivables Trust 2015-4","10-K","2018-03-27","edgar/data/1657146/0001193125-18-097118.txt","edgar/data/1657146/0001193125-18-097118-index.html"
186904,1657197,"Cotiviti Holdings, Inc.","10-K","2018-02-22","edgar/data/1657197/0001558370-18-000958.txt","edgar/data/1657197/0001558370-18-000958-index.html"
186956,1657249,"Road Marshall, Inc.","10-K","2018-01-09","edgar/data/1657249/0001599916-18-000010.txt","edgar/data/1657249/0001599916-18-000010-index.html"
186993,1657324,"Ally Auto Receivables Trust 2016-1","10-K","2018-03-28","edgar/data/1657324/0001657324-18-000009.txt","edgar/data/1657324/0001657324-18-000009-index.html"
186997,1657325,"Citigroup Commercial Mortgage Trust 2015-GC35","10-K","2018-03-29","edgar/data/1657325/0001193125-18-101716.txt","edgar/data/1657325/0001193125-18-101716-index.html"
187064,1657642,"Parkway Acquisition Corp.","10-K","2018-03-23","edgar/data/1657642/0001193125-18-094041.txt","edgar/data/1657642/0001193125-18-094041-index.html"
187112,1657788,"Kimbell Royalty Partners, LP","10-K","2018-03-09","edgar/data/1657788/0001558370-18-001804.txt","edgar/data/1657788/0001558370-18-001804-index.html"
187135,1657803,"Inbit Corp","10-K","2018-03-30","edgar/data/1657803/0001493152-18-004208.txt","edgar/data/1657803/0001493152-18-004208-index.html"
187141,1657853,"HERTZ GLOBAL HOLDINGS, INC","10-K","2018-02-27","edgar/data/1657853/0001657853-18-000016.txt","edgar/data/1657853/0001657853-18-000016-index.html"
187276,1658304,"FundThatCompany","10-K","2018-01-12","edgar/data/1658304/0001477932-18-000192.txt","edgar/data/1658304/0001477932-18-000192-index.html"
187338,1658566,"Centennial Resource Development, Inc.","10-K","2018-02-26","edgar/data/1658566/0001658566-18-000008.txt","edgar/data/1658566/0001658566-18-000008-index.html"
187452,1658982,"Chase Card Funding LLC","10-K","2018-03-29","edgar/data/1658982/0001193125-18-101841.txt","edgar/data/1658982/0001193125-18-101841-index.html"
187515,1659166,"Fortive Corp","10-K","2018-02-28","edgar/data/1659166/0001659166-18-000100.txt","edgar/data/1659166/0001659166-18-000100-index.html"
187667,1659329,"WELLS FARGO COMMERCIAL MORTGAGE TRUST 2015-P2","10-K","2018-03-21","edgar/data/1659329/0001056404-18-001612.txt","edgar/data/1659329/0001056404-18-001612-index.html"
187721,1659617,"Moleculin Biotech, Inc.","10-K","2018-03-28","edgar/data/1659617/0001659617-18-000027.txt","edgar/data/1659617/0001659617-18-000027-index.html"
187831,1659981,"JPMCC Commercial Mortgage Securities Trust 2015-JP1","10-K","2018-03-20","edgar/data/1659981/0001056404-18-001549.txt","edgar/data/1659981/0001056404-18-001549-index.html"
187909,1660134,"Okta, Inc.","10-K","2018-03-12","edgar/data/1660134/0001660134-18-000007.txt","edgar/data/1660134/0001660134-18-000007-index.html"
188089,1660719,"Aralez Pharmaceuticals Inc.","10-K","2018-03-14","edgar/data/1660719/0001558370-18-002031.txt","edgar/data/1660719/0001558370-18-002031-index.html"
188102,1660734,"Triton International Ltd","10-K","2018-02-27","edgar/data/1660734/0001660734-18-000013.txt","edgar/data/1660734/0001660734-18-000013-index.html"
188276,1661136,"CSAIL 2016-C5 Commercial Mortgage Trust","10-K","2018-03-21","edgar/data/1661136/0001056404-18-001600.txt","edgar/data/1661136/0001056404-18-001600-index.html"
188297,1661181,"Avista Healthcare Public Acquisition Corp.","10-K","2018-03-14","edgar/data/1661181/0001558370-18-002068.txt","edgar/data/1661181/0001558370-18-002068-index.html"
188340,1661306,"Hancock Park Corporate Income, Inc.","10-K","2018-03-30","edgar/data/1661306/0001661306-18-000014.txt","edgar/data/1661306/0001661306-18-000014-index.html"
188389,1661458,"Highlands REIT, Inc.","10-K","2018-03-16","edgar/data/1661458/0001661458-18-000006.txt","edgar/data/1661458/0001661458-18-000006-index.html"
188450,1661589,"CFCRE 2016-C3 Mortgage Trust","10-K","2018-03-28","edgar/data/1661589/0001056404-18-001990.txt","edgar/data/1661589/0001056404-18-001990-index.html"
188451,1661600,"GRCR Partners Inc","10-K","2018-01-10","edgar/data/1661600/0001511164-18-000011.txt","edgar/data/1661600/0001511164-18-000011-index.html"
188597,1661920,"Lonestar Resources US Inc.","10-K","2018-03-29","edgar/data/1661920/0001564590-18-007120.txt","edgar/data/1661920/0001564590-18-007120-index.html"
188813,1662524,"AKCEA THERAPEUTICS, INC.","10-K","2018-02-28","edgar/data/1662524/0001662524-18-000007.txt","edgar/data/1662524/0001662524-18-000007-index.html"
188894,1662784,"Wells Fargo Commercial Mortgage Trust 2016-NXS5","10-K","2018-03-21","edgar/data/1662784/0001056404-18-001608.txt","edgar/data/1662784/0001056404-18-001608-index.html"
188957,1662972,"Blackstone Real Estate Income Trust, Inc.","10-K","2018-03-19","edgar/data/1662972/0001564590-18-006224.txt","edgar/data/1662972/0001564590-18-006224-index.html"
189063,1663129,"Ford Credit Auto Owner Trust 2016-A","10-K","2018-03-22","edgar/data/1663129/0001663129-18-000008.txt","edgar/data/1663129/0001663129-18-000008-index.html"
189068,1663133,"AmeriCredit Automobile Receivables Trust 2016-1","10-K","2018-03-27","edgar/data/1663133/0001193125-18-097125.txt","edgar/data/1663133/0001193125-18-097125-index.html"
189113,1663239,"COMM 2016-CCRE28 Mortgage Trust","10-K","2018-03-19","edgar/data/1663239/0001056404-18-001404.txt","edgar/data/1663239/0001056404-18-001404-index.html"
189116,1663240,"Wells Fargo Commercial Mortgage Trust 2016-C32","10-K","2018-03-20","edgar/data/1663240/0001056404-18-001566.txt","edgar/data/1663240/0001056404-18-001566-index.html"
189120,1663244,"COMM 2016-DC2 Mortgage Trust","10-K","2018-03-20","edgar/data/1663244/0001020242-18-000072.txt","edgar/data/1663244/0001020242-18-000072-index.html"
189137,1663274,"BMW Vehicle Lease Trust 2016-1","10-K","2018-03-27","edgar/data/1663274/0000929638-18-000377.txt","edgar/data/1663274/0000929638-18-000377-index.html"
189217,1663645,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-GC36","10-K","2018-03-29","edgar/data/1663645/0001056404-18-002020.txt","edgar/data/1663645/0001056404-18-002020-index.html"
189501,1664740,"MBC FUNDING II CORP.","10-K","2018-03-19","edgar/data/1664740/0001493152-18-003535.txt","edgar/data/1664740/0001493152-18-003535-index.html"
189573,1665081,"Morgan Stanley Bank of America Merrill Lynch Trust 2016-C28","10-K","2018-03-20","edgar/data/1665081/0001056404-18-001486.txt","edgar/data/1665081/0001056404-18-001486-index.html"
189645,1665300,"Stellar Acquisition III Inc.","10-K","2018-02-12","edgar/data/1665300/0001213900-18-001544.txt","edgar/data/1665300/0001213900-18-001544-index.html"
189717,1665448,"Santander Drive Auto Receivables Trust 2016-1","10-K","2018-03-30","edgar/data/1665448/0001193125-18-102498.txt","edgar/data/1665448/0001193125-18-102498-index.html"
189730,1665497,"CNH Equipment Trust 2016-A","10-K","2018-03-27","edgar/data/1665497/0001104659-18-020333.txt","edgar/data/1665497/0001104659-18-020333-index.html"
191090,1665658,"CommerceHub, Inc.","10-K","2018-03-01","edgar/data/1665658/0001665658-18-000014.txt","edgar/data/1665658/0001665658-18-000014-index.html"
191208,1665918,"US Foods Holding Corp.","10-K","2018-02-27","edgar/data/1665918/0001564590-18-003495.txt","edgar/data/1665918/0001564590-18-003495-index.html"
191297,1666071,"Cardlytics, Inc.","10-K","2018-03-19","edgar/data/1666071/0001193125-18-087990.txt","edgar/data/1666071/0001193125-18-087990-index.html"
191367,1666134,"BLACKLINE, INC.","10-K","2018-03-08","edgar/data/1666134/0001564590-18-004923.txt","edgar/data/1666134/0001564590-18-004923-index.html"
191435,1666156,"JPMBB Commercial Mortgage Securities Trust 2016-C1","10-K","2018-03-20","edgar/data/1666156/0001056404-18-001557.txt","edgar/data/1666156/0001056404-18-001557-index.html"
191461,1666176,"Toyota Auto Receivables 2016-A Owner Trust","10-K","2018-03-28","edgar/data/1666176/0000929638-18-000408.txt","edgar/data/1666176/0000929638-18-000408-index.html"
191472,1666244,"RODIN GLOBAL PROPERTY TRUST, INC.","10-K","2018-03-30","edgar/data/1666244/0001564590-18-007187.txt","edgar/data/1666244/0001564590-18-007187-index.html"
192168,1666487,"Stemcell Holdings, Inc.","10-K","2018-03-30","edgar/data/1666487/0001599916-18-000066.txt","edgar/data/1666487/0001599916-18-000066-index.html"
192270,1666700,"DowDuPont Inc.","10-K","2018-02-15","edgar/data/1666700/0001666700-18-000009.txt","edgar/data/1666700/0001666700-18-000009-index.html"
192384,1666926,"John Deere Owner Trust 2016","10-K","2018-01-26","edgar/data/1666926/0001104659-18-004139.txt","edgar/data/1666926/0001104659-18-004139-index.html"
192401,1666947,"Ally Auto Receivables Trust 2016-2","10-K","2018-03-28","edgar/data/1666947/0001666947-18-000009.txt","edgar/data/1666947/0001666947-18-000009-index.html"
192418,1666962,"GM Financial Automobile Leasing Trust 2016-1","10-K","2018-03-27","edgar/data/1666962/0001193125-18-096990.txt","edgar/data/1666962/0001193125-18-096990-index.html"
192474,1667161,"Randolph Bancorp, Inc.","10-K","2018-03-16","edgar/data/1667161/0001564590-18-005912.txt","edgar/data/1667161/0001564590-18-005912-index.html"
192522,1667270,"California Republic Auto Receivables Trust 2016-1","10-K","2018-03-30","edgar/data/1667270/0001193125-18-102364.txt","edgar/data/1667270/0001193125-18-102364-index.html"
192598,1667489,"Liberated Syndication Inc.","10-K","2018-03-26","edgar/data/1667489/0001654954-18-003121.txt","edgar/data/1667489/0001654954-18-003121-index.html"
192610,1667546,"Mercedes-Benz Auto Lease Trust 2016-A","10-K","2018-03-28","edgar/data/1667546/0001019965-18-000099.txt","edgar/data/1667546/0001019965-18-000099-index.html"
192717,1667840,"Best Hometown Bancorp, Inc.","10-K","2018-03-29","edgar/data/1667840/0001571049-18-000203.txt","edgar/data/1667840/0001571049-18-000203-index.html"
192753,1667939,"FSB Bancorp, Inc.","10-K","2018-03-30","edgar/data/1667939/0001144204-18-018258.txt","edgar/data/1667939/0001144204-18-018258-index.html"
192765,1667944,"WCF Bancorp, Inc.","10-K","2018-03-29","edgar/data/1667944/0001667944-18-000005.txt","edgar/data/1667944/0001667944-18-000005-index.html"
192776,1667967,"Ford Credit Auto Lease Trust 2016-A","10-K","2018-03-27","edgar/data/1667967/0001667967-18-000008.txt","edgar/data/1667967/0001667967-18-000008-index.html"
192861,1668186,"Capital Auto Receivables Asset Trust 2016-1","10-K","2018-03-28","edgar/data/1668186/0001668186-18-000012.txt","edgar/data/1668186/0001668186-18-000012-index.html"
192873,1668224,"HarborOne Bancorp, Inc.","10-K","2018-03-09","edgar/data/1668224/0001558370-18-001773.txt","edgar/data/1668224/0001558370-18-001773-index.html"
192928,1668340,"Bancorp 34, Inc.","10-K","2018-03-14","edgar/data/1668340/0001437749-18-004627.txt","edgar/data/1668340/0001437749-18-004627-index.html"
192952,1668397,"Medpace Holdings, Inc.","10-K","2018-02-27","edgar/data/1668397/0001564590-18-003500.txt","edgar/data/1668397/0001564590-18-003500-index.html"
192966,1668428,"FGL Holdings","10-K","2018-03-15","edgar/data/1668428/0001668428-18-000049.txt","edgar/data/1668428/0001668428-18-000049-index.html"
193045,1668589,"Hyundai Auto Receivables Trust 2016-A","10-K","2018-03-22","edgar/data/1668589/0001144204-18-016403.txt","edgar/data/1668589/0001144204-18-016403-index.html"
193060,1668673,"PetIQ, Inc.","10-K","2018-03-13","edgar/data/1668673/0001558370-18-002008.txt","edgar/data/1668673/0001558370-18-002008-index.html"
193109,1668738,"DBJPM 2016-C1 Mortgage Trust","10-K","2018-03-19","edgar/data/1668738/0001056404-18-001424.txt","edgar/data/1668738/0001056404-18-001424-index.html"
193117,1668761,"World Omni Auto Receivables Trust 2016-A","10-K","2018-03-29","edgar/data/1668761/0001144204-18-017939.txt","edgar/data/1668761/0001144204-18-017939-index.html"
193127,1668788,"AmeriCredit Automobile Receivables Trust 2016-2","10-K","2018-03-27","edgar/data/1668788/0001193125-18-097134.txt","edgar/data/1668788/0001193125-18-097134-index.html"
193167,1668931,"Wells Fargo Commercial Mortgage Trust 2016-C33","10-K","2018-03-21","edgar/data/1668931/0001056404-18-001604.txt","edgar/data/1668931/0001056404-18-001604-index.html"
193240,1669162,"Kinsale Capital Group, Inc.","10-K","2018-03-01","edgar/data/1669162/0001669162-18-000005.txt","edgar/data/1669162/0001669162-18-000005-index.html"
193289,1669374,"Duke Energy Florida Project Finance, LLC","10-K","2018-03-29","edgar/data/1669374/0001669374-18-000007.txt","edgar/data/1669374/0001669374-18-000007-index.html"
193296,1669393,"Citigroup Commercial Mortgage Trust 2016-P3","10-K","2018-03-29","edgar/data/1669393/0001193125-18-101581.txt","edgar/data/1669393/0001193125-18-101581-index.html"
193364,1669600,"Liberty Expedia Holdings, Inc.","10-K","2018-02-14","edgar/data/1669600/0001558370-18-000709.txt","edgar/data/1669600/0001558370-18-000709-index.html"
193439,1669779,"Camping World Holdings, Inc.","10-K","2018-03-13","edgar/data/1669779/0001558370-18-001998.txt","edgar/data/1669779/0001558370-18-001998-index.html"
193471,1669811,"Donnelley Financial Solutions, Inc.","10-K","2018-02-28","edgar/data/1669811/0001564590-18-003788.txt","edgar/data/1669811/0001564590-18-003788-index.html"
193487,1669812,"LSC Communications, Inc.","10-K","2018-02-22","edgar/data/1669812/0001564590-18-002886.txt","edgar/data/1669812/0001564590-18-002886-index.html"
193627,1670349,"Matlin & Partners Acquisition Corp","10-K","2018-03-28","edgar/data/1670349/0001144204-18-017534.txt","edgar/data/1670349/0001144204-18-017534-index.html"
193704,1670601,"Citigroup Commercial Mortgage Trust 2016-GC37","10-K","2018-03-29","edgar/data/1670601/0001193125-18-101569.txt","edgar/data/1670601/0001193125-18-101569-index.html"
193804,1670961,"Global Cosmetics Inc.","10-K","2018-01-16","edgar/data/1670961/0001575705-18-000010.txt","edgar/data/1670961/0001575705-18-000010-index.html"
193815,1671013,"Cardtronics plc","10-K","2018-03-01","edgar/data/1671013/0001558370-18-001333.txt","edgar/data/1671013/0001558370-18-001333-index.html"
193858,1671048,"CFCRE 2016-C4 Mortgage Trust","10-K","2018-03-29","edgar/data/1671048/0001019965-18-000110.txt","edgar/data/1671048/0001019965-18-000110-index.html"
193949,1671299,"Ford Credit Auto Owner Trust 2016-B","10-K","2018-03-22","edgar/data/1671299/0001671299-18-000006.txt","edgar/data/1671299/0001671299-18-000006-index.html"
194027,1671520,"JPMDB Commercial Mortgage Securities Trust 2016-C2","10-K","2018-03-22","edgar/data/1671520/0001056404-18-001678.txt","edgar/data/1671520/0001056404-18-001678-index.html"
194041,1671584,"Aptevo Therapeutics Inc.","10-K","2018-03-13","edgar/data/1671584/0001564590-18-005384.txt","edgar/data/1671584/0001564590-18-005384-index.html"
194073,1671686,"USCF Funds Trust","10-K","2018-03-28","edgar/data/1671686/0001144204-18-017418.txt","edgar/data/1671686/0001144204-18-017418-index.html"
194090,1671697,"Toyota Auto Receivables 2016-B Owner Trust","10-K","2018-03-28","edgar/data/1671697/0000929638-18-000410.txt","edgar/data/1671697/0000929638-18-000410-index.html"
194106,1671740,"GS Mortgage Securities Trust 2016-GS2","10-K","2018-03-23","edgar/data/1671740/0001056404-18-001747.txt","edgar/data/1671740/0001056404-18-001747-index.html"
194127,1671854,"Saban Capital Acquisition Corp.","10-K","2018-03-14","edgar/data/1671854/0001193125-18-082494.txt","edgar/data/1671854/0001193125-18-082494-index.html"
194150,1671933,"Trade Desk, Inc.","10-K","2018-02-28","edgar/data/1671933/0001564590-18-003611.txt","edgar/data/1671933/0001564590-18-003611-index.html"
194188,1672013,"Acushnet Holdings Corp.","10-K","2018-03-07","edgar/data/1672013/0001558370-18-001635.txt","edgar/data/1672013/0001558370-18-001635-index.html"
194268,1672255,"Asia Training Institute US, Inc.","10-K","2018-03-20","edgar/data/1672255/0001599916-18-000057.txt","edgar/data/1672255/0001599916-18-000057-index.html"
194308,1672489,"GM Financial Automobile Leasing Trust 2016-2","10-K","2018-03-27","edgar/data/1672489/0001193125-18-097038.txt","edgar/data/1672489/0001193125-18-097038-index.html"
194349,1672587,"Wells Fargo Commercial Mortgage Trust 2016-C34","10-K","2018-03-19","edgar/data/1672587/0001056404-18-001460.txt","edgar/data/1672587/0001056404-18-001460-index.html"
194359,1672609,"CSAIL 2016-C6 Commercial Mortgage Trust","10-K","2018-03-20","edgar/data/1672609/0001056404-18-001504.txt","edgar/data/1672609/0001056404-18-001504-index.html"
194388,1672712,"Santander Drive Auto Receivables Trust 2016-2","10-K","2018-03-30","edgar/data/1672712/0001193125-18-102476.txt","edgar/data/1672712/0001193125-18-102476-index.html"
194411,1672773,"SQN Asset Income Fund V, L.P.","10-K","2018-03-29","edgar/data/1672773/0001493152-18-004161.txt","edgar/data/1672773/0001493152-18-004161-index.html"
194461,1672909,"Canterbury Park Holding Corp","10-K","2018-03-27","edgar/data/1672909/0001144204-18-017176.txt","edgar/data/1672909/0001144204-18-017176-index.html"
194575,1673255,"Citigroup Commercial Mortgage Trust 2016-C1","10-K","2018-03-30","edgar/data/1673255/0001193125-18-102436.txt","edgar/data/1673255/0001193125-18-102436-index.html"
194635,1673358,"Yum China Holdings, Inc.","10-K","2018-02-27","edgar/data/1673358/0001564590-18-003524.txt","edgar/data/1673358/0001564590-18-003524-index.html"
194762,1673542,"Bank of America Merrill Lynch Commercial Mortgage Trust 2016-UBS10","10-K","2018-03-22","edgar/data/1673542/0001056404-18-001637.txt","edgar/data/1673542/0001056404-18-001637-index.html"
194850,1673813,"Ally Auto Receivables Trust 2016-3","10-K","2018-03-28","edgar/data/1673813/0001673813-18-000009.txt","edgar/data/1673813/0001673813-18-000009-index.html"
194903,1673985,"AdvanSix Inc.","10-K","2018-02-27","edgar/data/1673985/0001673985-18-000014.txt","edgar/data/1673985/0001673985-18-000014-index.html"
194970,1674168,"Hilton Grand Vacations Inc.","10-K","2018-03-01","edgar/data/1674168/0001564590-18-004106.txt","edgar/data/1674168/0001564590-18-004106-index.html"
195051,1674242,"CNH Equipment Trust 2016-B","10-K","2018-03-27","edgar/data/1674242/0001104659-18-020335.txt","edgar/data/1674242/0001104659-18-020335-index.html"
195080,1674335,"JELD-WEN Holding, Inc.","10-K","2018-03-06","edgar/data/1674335/0001674335-18-000038.txt","edgar/data/1674335/0001674335-18-000038-index.html"
195124,1674416,"CRISPR Therapeutics AG","10-K","2018-03-08","edgar/data/1674416/0001564590-18-004920.txt","edgar/data/1674416/0001564590-18-004920-index.html"
195230,1674760,"Goldman Sachs Private Middle Market Credit LLC","10-K","2018-02-23","edgar/data/1674760/0001193125-18-054377.txt","edgar/data/1674760/0001193125-18-054377-index.html"
195326,1674930,"Fulgent Genetics, Inc.","10-K","2018-03-20","edgar/data/1674930/0001564590-18-006239.txt","edgar/data/1674930/0001564590-18-006239-index.html"
195360,1675033,"Great Elm Capital Corp.","10-K","2018-03-12","edgar/data/1675033/0001564590-18-005219.txt","edgar/data/1675033/0001564590-18-005219-index.html"
195396,1675149,"Alcoa Corp","10-K","2018-02-26","edgar/data/1675149/0001193125-18-056314.txt","edgar/data/1675149/0001193125-18-056314-index.html"
195433,1675171,"California Republic Auto Receivables Trust 2016-2","10-K","2018-03-30","edgar/data/1675171/0001193125-18-102372.txt","edgar/data/1675171/0001193125-18-102372-index.html"
195438,1675192,"Ottawa Bancorp Inc","10-K","2018-03-28","edgar/data/1675192/0001437749-18-005696.txt","edgar/data/1675192/0001437749-18-005696-index.html"
195588,1675820,"TiVo Corp","10-K","2018-02-27","edgar/data/1675820/0001675820-18-000006.txt","edgar/data/1675820/0001675820-18-000006-index.html"
195637,1675887,"Harley-Davidson Motorcycle Trust 2016-A","10-K","2018-03-23","edgar/data/1675887/0001628280-18-003526.txt","edgar/data/1675887/0001628280-18-003526-index.html"
195649,1675928,"SG Commercial Mortgage Securities Trust 2016-C5","10-K","2018-03-22","edgar/data/1675928/0001056404-18-001658.txt","edgar/data/1675928/0001056404-18-001658-index.html"
195717,1676163,"AVRA Medical Robotics, Inc.","10-K","2018-03-29","edgar/data/1676163/0001615774-18-002200.txt","edgar/data/1676163/0001615774-18-002200-index.html"
195788,1676479,"CapStar Financial Holdings, Inc.","10-K","2018-03-08","edgar/data/1676479/0001564590-18-004908.txt","edgar/data/1676479/0001564590-18-004908-index.html"
195875,1676667,"Carolina Trust BancShares, Inc.","10-K","2018-03-27","edgar/data/1676667/0001140361-18-015244.txt","edgar/data/1676667/0001140361-18-015244-index.html"
195899,1676734,"Wells Fargo Commercial Mortgage Trust 2016-C35","10-K","2018-03-19","edgar/data/1676734/0001056404-18-001451.txt","edgar/data/1676734/0001056404-18-001451-index.html"
195969,1677203,"QUALITY CARE PROPERTIES, INC.","10-K","2018-03-08","edgar/data/1677203/0001558370-18-001734.txt","edgar/data/1677203/0001558370-18-001734-index.html"
196036,1677390,"DBJPM 2016-C3 Mortgage Trust","10-K","2018-03-19","edgar/data/1677390/0001056404-18-001417.txt","edgar/data/1677390/0001056404-18-001417-index.html"
196083,1677576,"INNOVATIVE INDUSTRIAL PROPERTIES INC","10-K","2018-03-29","edgar/data/1677576/0001144204-18-017926.txt","edgar/data/1677576/0001144204-18-017926-index.html"
196123,1677703,"CONDUENT Inc","10-K","2018-03-01","edgar/data/1677703/0001677703-18-000014.txt","edgar/data/1677703/0001677703-18-000014-index.html"
196185,1677913,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P4","10-K","2018-03-30","edgar/data/1677913/0001193125-18-102402.txt","edgar/data/1677913/0001193125-18-102402-index.html"
196220,1678038,"JPMCC Commercial Mortgage Securities Trust 2016-JP2","10-K","2018-03-20","edgar/data/1678038/0001056404-18-001548.txt","edgar/data/1678038/0001056404-18-001548-index.html"
196345,1678361,"World Omni Automobile Lease Securitization Trust 2016-A","10-K","2018-03-29","edgar/data/1678361/0001144204-18-017965.txt","edgar/data/1678361/0001144204-18-017965-index.html"
196355,1678407,"AmeriCredit Automobile Receivables Trust 2016-3","10-K","2018-03-27","edgar/data/1678407/0001193125-18-097139.txt","edgar/data/1678407/0001193125-18-097139-index.html"
196375,1678463,"Forterra, Inc.","10-K","2018-03-07","edgar/data/1678463/0001678463-18-000019.txt","edgar/data/1678463/0001678463-18-000019-index.html"
196391,1678487,"BMW Vehicle Owner Trust 2016-A","10-K","2018-03-27","edgar/data/1678487/0000929638-18-000382.txt","edgar/data/1678487/0000929638-18-000382-index.html"
196410,1678531,"Envision Healthcare Corp","10-K","2018-03-01","edgar/data/1678531/0001678531-18-000033.txt","edgar/data/1678531/0001678531-18-000033-index.html"
196460,1678617,"Capital Auto Receivables Asset Trust 2016-2","10-K","2018-03-28","edgar/data/1678617/0001678617-18-000011.txt","edgar/data/1678617/0001678617-18-000011-index.html"
196464,1678618,"John Deere Owner Trust 2016-B","10-K","2018-01-26","edgar/data/1678618/0001104659-18-004140.txt","edgar/data/1678618/0001104659-18-004140-index.html"
