"X","X0","X1","X2","X3","X4","X5"
69,1000209,"MEDALLION FINANCIAL CORP","10-K","2018-03-14","edgar/data/1000209/0001193125-18-082402.txt","edgar/data/1000209/0001193125-18-082402-index.html"
93,1000228,"HENRY SCHEIN INC","10-K","2018-02-21","edgar/data/1000228/0001000228-18-000012.txt","edgar/data/1000228/0001000228-18-000012-index.html"
145,1000229,"CORE LABORATORIES N V","10-K","2018-02-12","edgar/data/1000229/0001000229-18-000025.txt","edgar/data/1000229/0001000229-18-000025-index.html"
180,1000232,"KENTUCKY BANCSHARES INC /KY/","10-K","2018-03-16","edgar/data/1000232/0001558370-18-002201.txt","edgar/data/1000232/0001558370-18-002201-index.html"
633,1000298,"IMPAC MORTGAGE HOLDINGS INC","10-K","2018-03-16","edgar/data/1000298/0001558370-18-002168.txt","edgar/data/1000298/0001558370-18-002168-index.html"
651,1000623,"SCHWEITZER MAUDUIT INTERNATIONAL INC","10-K","2018-03-01","edgar/data/1000623/0001000623-18-000044.txt","edgar/data/1000623/0001000623-18-000044-index.html"
690,1000694,"NOVAVAX INC","10-K","2018-03-14","edgar/data/1000694/0001144204-18-014686.txt","edgar/data/1000694/0001144204-18-014686-index.html"
701,1000697,"WATERS CORP /DE/","10-K","2018-02-27","edgar/data/1000697/0001193125-18-060830.txt","edgar/data/1000697/0001193125-18-060830-index.html"
740,1000753,"INSPERITY, INC.","10-K","2018-02-12","edgar/data/1000753/0001000753-18-000015.txt","edgar/data/1000753/0001000753-18-000015-index.html"
808,1001082,"DISH Network CORP","10-K","2018-02-21","edgar/data/1001082/0001558370-18-000826.txt","edgar/data/1001082/0001558370-18-000826-index.html"
886,1001171,"BROADWAY FINANCIAL CORP \DE\","10-K","2018-03-26","edgar/data/1001171/0001047469-18-002146.txt","edgar/data/1001171/0001047469-18-002146-index.html"
897,100122,"TUCSON ELECTRIC POWER CO","10-K","2018-02-15","edgar/data/100122/0000100122-18-000005.txt","edgar/data/100122/0000100122-18-000005-index.html"
898,1001233,"SANGAMO THERAPEUTICS, INC","10-K","2018-03-01","edgar/data/1001233/0001564590-18-004163.txt","edgar/data/1001233/0001564590-18-004163-index.html"
985,1001316,"TG THERAPEUTICS, INC.","10-K","2018-03-15","edgar/data/1001316/0001654954-18-002638.txt","edgar/data/1001316/0001654954-18-002638-index.html"
998,1001385,"NORTHWEST PIPE CO","10-K","2018-03-16","edgar/data/1001385/0001437749-18-004857.txt","edgar/data/1001385/0001437749-18-004857-index.html"
1026,1001614,"TENGASCO INC","10-K","2018-03-28","edgar/data/1001614/0001140361-18-015512.txt","edgar/data/1001614/0001140361-18-015512-index.html"
1042,1001838,"SOUTHERN COPPER CORP/","10-K","2018-03-01","edgar/data/1001838/0001047469-18-001211.txt","edgar/data/1001838/0001047469-18-001211-index.html"
1050,1001902,"INTEVAC INC","10-K","2018-02-14","edgar/data/1001902/0001193125-18-045618.txt","edgar/data/1001902/0001193125-18-045618-index.html"
1231,1002910,"AMEREN CORP","10-K","2018-02-28","edgar/data/1002910/0001002910-18-000069.txt","edgar/data/1002910/0001002910-18-000069-index.html"
1351,1003201,"MMA CAPITAL MANAGEMENT, LLC","10-K","2018-03-16","edgar/data/1003201/0001144204-18-015067.txt","edgar/data/1003201/0001144204-18-015067-index.html"
1395,1003410,"DUKE REALTY LIMITED PARTNERSHIP/","10-K","2018-02-16","edgar/data/1003410/0000783280-18-000012.txt","edgar/data/1003410/0000783280-18-000012-index.html"
1409,1003509,"AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST","10-K","2018-03-26","edgar/data/1003509/0001193125-18-096155.txt","edgar/data/1003509/0001193125-18-096155-index.html"
1425,1003642,"IMPAX LABORATORIES INC","10-K","2018-03-01","edgar/data/1003642/0001003642-18-000038.txt","edgar/data/1003642/0001003642-18-000038-index.html"
1473,1003815,"BCTC IV ASSIGNOR CORP","10-K","2018-03-16","edgar/data/1003815/0001003815-18-000004.txt","edgar/data/1003815/0001003815-18-000004-index.html"
1493,1004036,"TANGER PROPERTIES LTD PARTNERSHIP /NC/","10-K","2018-02-22","edgar/data/1004036/0000899715-18-000070.txt","edgar/data/1004036/0000899715-18-000070-index.html"
1497,1004155,"SOUTHERN Co GAS","10-K","2018-02-21","edgar/data/1004155/0000092122-18-000012.txt","edgar/data/1004155/0000092122-18-000012-index.html"
1543,1004434,"AFFILIATED MANAGERS GROUP, INC.","10-K","2018-02-23","edgar/data/1004434/0001004434-18-000004.txt","edgar/data/1004434/0001004434-18-000004-index.html"
1623,1004702,"OCEANFIRST FINANCIAL CORP","10-K","2018-02-28","edgar/data/1004702/0001004702-18-000078.txt","edgar/data/1004702/0001004702-18-000078-index.html"
1734,1004980,"PG&E Corp","10-K","2018-02-09","edgar/data/1004980/0001004980-18-000003.txt","edgar/data/1004980/0001004980-18-000003-index.html"
1838,100517,"United Continental Holdings, Inc.","10-K","2018-02-22","edgar/data/100517/0001193125-18-054235.txt","edgar/data/100517/0001193125-18-054235-index.html"
1881,1005201,"DEPOMED INC","10-K","2018-03-01","edgar/data/1005201/0001558370-18-001325.txt","edgar/data/1005201/0001558370-18-001325-index.html"
1956,1005284,"UNIVERSAL DISPLAY CORP \PA\","10-K","2018-02-22","edgar/data/1005284/0001564590-18-002868.txt","edgar/data/1005284/0001564590-18-002868-index.html"
2019,1005409,"DIME COMMUNITY BANCSHARES INC","10-K","2018-03-14","edgar/data/1005409/0001140361-18-013430.txt","edgar/data/1005409/0001140361-18-013430-index.html"
2079,1005699,"MAGICJACK VOCALTEC LTD","10-K","2018-03-16","edgar/data/1005699/0001178913-18-000881.txt","edgar/data/1005699/0001178913-18-000881-index.html"
2122,1005757,"CSG SYSTEMS INTERNATIONAL INC","10-K","2018-02-23","edgar/data/1005757/0001564590-18-003012.txt","edgar/data/1005757/0001564590-18-003012-index.html"
2170,1005817,"TOMPKINS FINANCIAL CORP","10-K","2018-03-01","edgar/data/1005817/0001005817-18-000002.txt","edgar/data/1005817/0001005817-18-000002-index.html"
2296,1006045,"IRIDEX CORP","10-K","2018-03-14","edgar/data/1006045/0001564590-18-005593.txt","edgar/data/1006045/0001564590-18-005593-index.html"
2328,1006269,"LORAL SPACE & COMMUNICATIONS INC.","10-K","2018-03-15","edgar/data/1006269/0001144204-18-014926.txt","edgar/data/1006269/0001144204-18-014926-index.html"
2332,1006281,"Protalix BioTherapeutics, Inc.","10-K","2018-03-06","edgar/data/1006281/0001144204-18-013053.txt","edgar/data/1006281/0001144204-18-013053-index.html"
2430,1006424,"BEAR STATE FINANCIAL, INC.","10-K","2018-03-16","edgar/data/1006424/0001437749-18-004799.txt","edgar/data/1006424/0001437749-18-004799-index.html"
2497,1006837,"HC2 HOLDINGS, INC.","10-K","2018-03-14","edgar/data/1006837/0001006837-18-000023.txt","edgar/data/1006837/0001006837-18-000023-index.html"
2532,1007019,"COFFEE HOLDING CO INC","10-K","2018-01-29","edgar/data/1007019/0001493152-18-001192.txt","edgar/data/1007019/0001493152-18-001192-index.html"
2578,1007273,"BANK OF SOUTH CAROLINA CORP","10-K","2018-03-05","edgar/data/1007273/0001387131-18-000907.txt","edgar/data/1007273/0001387131-18-000907-index.html"
2611,1007330,"PRGX GLOBAL, INC.","10-K","2018-03-13","edgar/data/1007330/0001007330-18-000002.txt","edgar/data/1007330/0001007330-18-000002-index.html"
2665,1007587,"KVH INDUSTRIES INC \DE\","10-K","2018-03-02","edgar/data/1007587/0001007587-18-000006.txt","edgar/data/1007587/0001007587-18-000006-index.html"
2726,100790,"UNION CARBIDE CORP /NEW/","10-K","2018-02-15","edgar/data/100790/0000029915-18-000005.txt","edgar/data/100790/0000029915-18-000005-index.html"
2760,100826,"UNION ELECTRIC CO","10-K","2018-02-28","edgar/data/100826/0001002910-18-000069.txt","edgar/data/100826/0001002910-18-000069-index.html"
2821,1008654,"TUPPERWARE BRANDS CORP","10-K","2018-02-27","edgar/data/1008654/0001008654-18-000006.txt","edgar/data/1008654/0001008654-18-000006-index.html"
2851,1008848,"ACORDA THERAPEUTICS INC","10-K","2018-03-01","edgar/data/1008848/0001564590-18-003967.txt","edgar/data/1008848/0001564590-18-003967-index.html"
2881,100885,"UNION PACIFIC CORP","10-K","2018-02-09","edgar/data/100885/0000100885-18-000048.txt","edgar/data/100885/0000100885-18-000048-index.html"
3005,1009672,"CARBO CERAMICS INC","10-K","2018-03-08","edgar/data/1009672/0001564590-18-004771.txt","edgar/data/1009672/0001564590-18-004771-index.html"
3040,1009829,"JAKKS PACIFIC INC","10-K","2018-03-16","edgar/data/1009829/0001157523-18-000578.txt","edgar/data/1009829/0001157523-18-000578-index.html"
3096,1010086,"SIGA TECHNOLOGIES INC","10-K","2018-03-06","edgar/data/1010086/0001010086-18-000003.txt","edgar/data/1010086/0001010086-18-000003-index.html"
3130,1010612,"SYKES ENTERPRISES INC","10-K","2018-03-01","edgar/data/1010612/0001193125-18-067150.txt","edgar/data/1010612/0001193125-18-067150-index.html"
3191,1010858,"FAIRMOUNT SANTROL HOLDINGS INC.","10-K","2018-03-13","edgar/data/1010858/0001564590-18-005434.txt","edgar/data/1010858/0001564590-18-005434-index.html"
3252,1011432,"CYNERGISTEK, INC","10-K","2018-03-28","edgar/data/1011432/0001445866-18-000299.txt","edgar/data/1011432/0001445866-18-000299-index.html"
3260,1011452,"Medical Information Technology, Inc.","10-K","2018-01-31","edgar/data/1011452/0001011452-18-000003.txt","edgar/data/1011452/0001011452-18-000003-index.html"
3265,1011509,"Golden Minerals Co","10-K","2018-03-02","edgar/data/1011509/0001558370-18-001416.txt","edgar/data/1011509/0001558370-18-001416-index.html"
3267,1011570,"KNOLL INC","10-K","2018-02-27","edgar/data/1011570/0001011570-18-000012.txt","edgar/data/1011570/0001011570-18-000012-index.html"
3289,1011659,"MUFG Americas Holdings Corp","10-K","2018-03-02","edgar/data/1011659/0001628280-18-002667.txt","edgar/data/1011659/0001628280-18-002667-index.html"
3333,101199,"UNITED FIRE GROUP INC","10-K","2018-02-28","edgar/data/101199/0000101199-18-000040.txt","edgar/data/101199/0000101199-18-000040-index.html"
3359,1012019,"RUSH ENTERPRISES INC \TX\","10-K","2018-03-01","edgar/data/1012019/0001437749-18-003630.txt","edgar/data/1012019/0001437749-18-003630-index.html"
3392,1012100,"SEALED AIR CORP/DE","10-K","2018-02-21","edgar/data/1012100/0001628280-18-001957.txt","edgar/data/1012100/0001628280-18-001957-index.html"
3418,1012477,"AVADEL PHARMACEUTICALS PLC","10-K","2018-03-16","edgar/data/1012477/0001012477-18-000008.txt","edgar/data/1012477/0001012477-18-000008-index.html"
3454,1012620,"GENESEE & WYOMING INC","10-K","2018-02-28","edgar/data/1012620/0001012620-18-000008.txt","edgar/data/1012620/0001012620-18-000008-index.html"
3509,1012771,"FBL FINANCIAL GROUP INC","10-K","2018-03-01","edgar/data/1012771/0001012771-18-000006.txt","edgar/data/1012771/0001012771-18-000006-index.html"
3546,101295,"UNITED GUARDIAN INC","10-K","2018-03-22","edgar/data/101295/0001171843-18-002183.txt","edgar/data/101295/0001171843-18-002183-index.html"
3616,1013238,"ARADIGM CORP","10-K","2018-03-23","edgar/data/1013238/0001193125-18-094094.txt","edgar/data/1013238/0001193125-18-094094-index.html"
3633,1013272,"NORWOOD FINANCIAL CORP","10-K","2018-03-15","edgar/data/1013272/0000946275-18-000013.txt","edgar/data/1013272/0000946275-18-000013-index.html"
3658,1013462,"ANSYS INC","10-K","2018-02-22","edgar/data/1013462/0001013462-18-000004.txt","edgar/data/1013462/0001013462-18-000004-index.html"
3694,1013488,"BJs RESTAURANTS INC","10-K","2018-02-26","edgar/data/1013488/0001564590-18-003270.txt","edgar/data/1013488/0001564590-18-003270-index.html"
3759,1013606,"ENDOLOGIX INC /DE/","10-K","2018-03-13","edgar/data/1013606/0001013606-18-000025.txt","edgar/data/1013606/0001013606-18-000025-index.html"
3820,1013706,"Wilhelmina International, Inc.","10-K","2018-03-22","edgar/data/1013706/0001171843-18-002182.txt","edgar/data/1013706/0001171843-18-002182-index.html"
3832,101382,"UMB FINANCIAL CORP","10-K","2018-02-22","edgar/data/101382/0001564590-18-002843.txt","edgar/data/101382/0001564590-18-002843-index.html"
3896,1013857,"PEGASYSTEMS INC","10-K","2018-02-26","edgar/data/1013857/0001193125-18-058491.txt","edgar/data/1013857/0001193125-18-058491-index.html"
3937,1013871,"NRG ENERGY, INC.","10-K","2018-03-01","edgar/data/1013871/0001013871-18-000011.txt","edgar/data/1013871/0001013871-18-000011-index.html"
3987,1013880,"TTEC Holdings, Inc.","10-K","2018-03-13","edgar/data/1013880/0001558370-18-001935.txt","edgar/data/1013880/0001558370-18-001935-index.html"
4023,1013934,"STRAYER EDUCATION INC","10-K","2018-03-01","edgar/data/1013934/0001558370-18-001389.txt","edgar/data/1013934/0001558370-18-001389-index.html"
4104,1014473,"VERISIGN INC/CA","10-K","2018-02-16","edgar/data/1014473/0001014473-18-000018.txt","edgar/data/1014473/0001014473-18-000018-index.html"
4141,1014739,"BioScrip, Inc.","10-K","2018-03-26","edgar/data/1014739/0001628280-18-003541.txt","edgar/data/1014739/0001628280-18-003541-index.html"
4214,1015155,"CHARLES & COLVARD LTD","10-K","2018-03-09","edgar/data/1015155/0001140361-18-012655.txt","edgar/data/1015155/0001140361-18-012655-index.html"
4228,1015328,"WINTRUST FINANCIAL CORP","10-K","2018-02-28","edgar/data/1015328/0001015328-18-000080.txt","edgar/data/1015328/0001015328-18-000080-index.html"
4326,1015739,"AWARE INC /MA/","10-K","2018-02-28","edgar/data/1015739/0001144204-18-011461.txt","edgar/data/1015739/0001144204-18-011461-index.html"
4349,1015780,"E TRADE FINANCIAL CORP","10-K","2018-02-21","edgar/data/1015780/0001015780-18-000033.txt","edgar/data/1015780/0001015780-18-000033-index.html"
4416,101594,"US ENERGY CORP","10-K","2018-03-28","edgar/data/101594/0001493152-18-004053.txt","edgar/data/101594/0001493152-18-004053-index.html"
4451,1016125,"ULTIMATE SOFTWARE GROUP INC","10-K","2018-02-26","edgar/data/1016125/0001016125-18-000039.txt","edgar/data/1016125/0001016125-18-000039-index.html"
4478,1016169,"ANTARES PHARMA, INC.","10-K","2018-03-13","edgar/data/1016169/0001564590-18-005459.txt","edgar/data/1016169/0001564590-18-005459-index.html"
4502,1016281,"CARRIAGE SERVICES INC","10-K","2018-02-21","edgar/data/1016281/0001016281-18-000024.txt","edgar/data/1016281/0001016281-18-000024-index.html"
4537,1016708,"RenovaCare, Inc.","10-K","2018-03-13","edgar/data/1016708/0001477932-18-001262.txt","edgar/data/1016708/0001477932-18-001262-index.html"
4612,1017303,"TRANSACT TECHNOLOGIES INC","10-K","2018-03-21","edgar/data/1017303/0001017303-18-000022.txt","edgar/data/1017303/0001017303-18-000022-index.html"
4650,1017480,"HIBBETT SPORTS INC","10-K","2018-03-30","edgar/data/1017480/0001017480-18-000012.txt","edgar/data/1017480/0001017480-18-000012-index.html"
4681,1017491,"APRICUS BIOSCIENCES, INC.","10-K","2018-03-01","edgar/data/1017491/0001017491-18-000026.txt","edgar/data/1017491/0001017491-18-000026-index.html"
4712,1017655,"PAID INC","10-K","2018-03-30","edgar/data/1017655/0001654954-18-003409.txt","edgar/data/1017655/0001654954-18-003409-index.html"
4717,1017673,"DOVER MOTORSPORTS INC","10-K","2018-02-27","edgar/data/1017673/0001104659-18-012876.txt","edgar/data/1017673/0001104659-18-012876-index.html"
4732,101778,"MARATHON OIL CORP","10-K","2018-02-22","edgar/data/101778/0000101778-18-000026.txt","edgar/data/101778/0000101778-18-000026-index.html"
4805,1017907,"FIRST ACCEPTANCE CORP /DE/","10-K","2018-03-06","edgar/data/1017907/0001564590-18-004523.txt","edgar/data/1017907/0001564590-18-004523-index.html"
4862,1017968,"EDGEWATER TECHNOLOGY INC/DE/","10-K","2018-03-16","edgar/data/1017968/0001193125-18-086033.txt","edgar/data/1017968/0001193125-18-086033-index.html"
5047,1018164,"WILLIS LEASE FINANCE CORP","10-K","2018-03-15","edgar/data/1018164/0001558370-18-002139.txt","edgar/data/1018164/0001558370-18-002139-index.html"
5109,1018254,"UNITED DOMINION REALTY L P","10-K","2018-02-20","edgar/data/1018254/0000074208-18-000024.txt","edgar/data/1018254/0000074208-18-000024-index.html"
5112,101829,"UNITED TECHNOLOGIES CORP /DE/","10-K","2018-02-09","edgar/data/101829/0000101829-18-000005.txt","edgar/data/101829/0000101829-18-000005-index.html"
5197,1018399,"ENTERPRISE BANCORP INC /MA/","10-K","2018-03-13","edgar/data/1018399/0001018399-18-000016.txt","edgar/data/1018399/0001018399-18-000016-index.html"
5306,1018724,"AMAZON COM INC","10-K","2018-02-02","edgar/data/1018724/0001018724-18-000005.txt","edgar/data/1018724/0001018724-18-000005-index.html"
5394,1018963,"ALLEGHENY TECHNOLOGIES INC","10-K","2018-02-20","edgar/data/1018963/0001018963-18-000004.txt","edgar/data/1018963/0001018963-18-000004-index.html"
5446,1018979,"AMERISAFE INC","10-K","2018-02-28","edgar/data/1018979/0001564590-18-003779.txt","edgar/data/1018979/0001564590-18-003779-index.html"
5553,1019695,"ARQULE INC","10-K","2018-03-05","edgar/data/1019695/0001144204-18-012722.txt","edgar/data/1019695/0001144204-18-012722-index.html"
5562,1019737,"NAVIGANT CONSULTING INC","10-K","2018-02-23","edgar/data/1019737/0001564590-18-003055.txt","edgar/data/1019737/0001564590-18-003055-index.html"
5583,1019849,"PENSKE AUTOMOTIVE GROUP, INC.","10-K","2018-02-22","edgar/data/1019849/0001558370-18-000944.txt","edgar/data/1019849/0001558370-18-000944-index.html"
5605,101984,"UNIVERSAL ELECTRONICS INC","10-K","2018-03-13","edgar/data/101984/0000101984-18-000008.txt","edgar/data/101984/0000101984-18-000008-index.html"
5668,1020214,"CERUS CORP","10-K","2018-03-08","edgar/data/1020214/0001564590-18-004969.txt","edgar/data/1020214/0001564590-18-004969-index.html"
5735,1020569,"IRON MOUNTAIN INC","10-K","2018-02-16","edgar/data/1020569/0001020569-18-000006.txt","edgar/data/1020569/0001020569-18-000006-index.html"
5801,1020710,"DXP ENTERPRISES INC","10-K","2018-03-28","edgar/data/1020710/0001140361-18-015469.txt","edgar/data/1020710/0001140361-18-015469-index.html"
5949,1021270,"FAMOUS DAVES OF AMERICA INC","10-K","2018-03-05","edgar/data/1021270/0001021270-18-000006.txt","edgar/data/1021270/0001021270-18-000006-index.html"
6025,1021561,"NU SKIN ENTERPRISES INC","10-K","2018-02-16","edgar/data/1021561/0001021561-18-000008.txt","edgar/data/1021561/0001021561-18-000008-index.html"
6061,1021604,"ON TRACK INNOVATIONS LTD","10-K","2018-03-29","edgar/data/1021604/0001213900-18-003667.txt","edgar/data/1021604/0001213900-18-003667-index.html"
6067,1021635,"OGE ENERGY CORP.","10-K","2018-02-22","edgar/data/1021635/0001021635-18-000015.txt","edgar/data/1021635/0001021635-18-000015-index.html"
6113,1021860,"NATIONAL OILWELL VARCO INC","10-K","2018-02-16","edgar/data/1021860/0001193125-18-048333.txt","edgar/data/1021860/0001193125-18-048333-index.html"
6194,1022079,"QUEST DIAGNOSTICS INC","10-K","2018-02-23","edgar/data/1022079/0001022079-18-000038.txt","edgar/data/1022079/0001022079-18-000038-index.html"
6245,102212,"UNIVEST CORP OF PENNSYLVANIA","10-K","2018-03-01","edgar/data/102212/0000102212-18-000018.txt","edgar/data/102212/0000102212-18-000018-index.html"
6311,1022321,"GENESIS ENERGY LP","10-K","2018-02-26","edgar/data/1022321/0001022321-18-000024.txt","edgar/data/1022321/0001022321-18-000024-index.html"
6340,1022344,"SIMON PROPERTY GROUP L P /DE/","10-K","2018-02-23","edgar/data/1022344/0001558370-18-000981.txt","edgar/data/1022344/0001558370-18-000981-index.html"
6416,1022505,"CIPHERLOC Corp","10-K","2018-01-12","edgar/data/1022505/0001493152-18-000491.txt","edgar/data/1022505/0001493152-18-000491-index.html"
6435,1022646,"ULTRA PETROLEUM CORP","10-K","2018-02-28","edgar/data/1022646/0001564590-18-003771.txt","edgar/data/1022646/0001564590-18-003771-index.html"
6459,1022652,"INSEEGO CORP.","10-K","2018-03-16","edgar/data/1022652/0001022652-18-000015.txt","edgar/data/1022652/0001022652-18-000015-index.html"
6472,1022671,"STEEL DYNAMICS INC","10-K","2018-02-27","edgar/data/1022671/0001144204-18-011155.txt","edgar/data/1022671/0001144204-18-011155-index.html"
6577,1023024,"ANI PHARMACEUTICALS INC","10-K","2018-02-27","edgar/data/1023024/0001144204-18-011197.txt","edgar/data/1023024/0001144204-18-011197-index.html"
6595,1023128,"LITHIA MOTORS INC","10-K","2018-02-23","edgar/data/1023128/0001023128-18-000020.txt","edgar/data/1023128/0001023128-18-000020-index.html"
6635,1023313,"FORRESTER RESEARCH, INC.","10-K","2018-03-09","edgar/data/1023313/0001564590-18-005110.txt","edgar/data/1023313/0001564590-18-005110-index.html"
6659,1023364,"AutoWeb, Inc.","10-K","2018-03-15","edgar/data/1023364/0001654954-18-002634.txt","edgar/data/1023364/0001654954-18-002634-index.html"
6685,1023458,"AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP","10-K","2018-03-30","edgar/data/1023458/0001326321-18-000007.txt","edgar/data/1023458/0001326321-18-000007-index.html"
6780,1023860,"STEWARDSHIP FINANCIAL CORP","10-K","2018-03-23","edgar/data/1023860/0001023860-18-000009.txt","edgar/data/1023860/0001023860-18-000009-index.html"
6842,1023994,"SG BLOCKS, INC.","10-K","2018-03-01","edgar/data/1023994/0001213900-18-002467.txt","edgar/data/1023994/0001213900-18-002467-index.html"
6857,1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.","10-K","2018-03-08","edgar/data/1024126/0001136261-18-000075.txt","edgar/data/1024126/0001136261-18-000075-index.html"
6991,1024725,"TENNECO INC","10-K","2018-02-28","edgar/data/1024725/0001024725-18-000006.txt","edgar/data/1024725/0001024725-18-000006-index.html"
7037,1024795,"SUN HYDRAULICS CORP","10-K","2018-02-27","edgar/data/1024795/0001564590-18-003418.txt","edgar/data/1024795/0001564590-18-003418-index.html"
7081,1025362,"GOLDEN QUEEN MINING CO LTD","10-K","2018-03-27","edgar/data/1025362/0001279569-18-000575.txt","edgar/data/1025362/0001279569-18-000575-index.html"
7111,1025378,"W. P. Carey Inc.","10-K","2018-02-23","edgar/data/1025378/0001025378-18-000014.txt","edgar/data/1025378/0001025378-18-000014-index.html"
7148,10254,"EARTHSTONE ENERGY INC","10-K","2018-03-15","edgar/data/10254/0001564590-18-005824.txt","edgar/data/10254/0001564590-18-005824-index.html"
7198,1025771,"CHASE PACKAGING CORP","10-K","2018-03-13","edgar/data/1025771/0001477932-18-001249.txt","edgar/data/1025771/0001477932-18-001249-index.html"
7199,1025835,"ENTERPRISE FINANCIAL SERVICES CORP","10-K","2018-02-23","edgar/data/1025835/0001025835-18-000016.txt","edgar/data/1025835/0001025835-18-000016-index.html"
7232,1025996,"KILROY REALTY CORP","10-K","2018-02-13","edgar/data/1025996/0001025996-18-000107.txt","edgar/data/1025996/0001025996-18-000107-index.html"
7317,1026214,"FEDERAL HOME LOAN MORTGAGE CORP","10-K","2018-02-15","edgar/data/1026214/0001026214-18-000020.txt","edgar/data/1026214/0001026214-18-000020-index.html"
7356,1026655,"CORE MOLDING TECHNOLOGIES INC","10-K","2018-03-07","edgar/data/1026655/0001026655-18-000007.txt","edgar/data/1026655/0001026655-18-000007-index.html"
7467,102729,"VALMONT INDUSTRIES INC","10-K","2018-02-28","edgar/data/102729/0000102729-18-000008.txt","edgar/data/102729/0000102729-18-000008-index.html"
7489,102752,"VSE CORP","10-K","2018-03-07","edgar/data/102752/0000102752-18-000010.txt","edgar/data/102752/0000102752-18-000010-index.html"
7735,1027838,"TACTILE SYSTEMS TECHNOLOGY INC","10-K","2018-02-26","edgar/data/1027838/0001558370-18-001091.txt","edgar/data/1027838/0001558370-18-001091-index.html"
7787,1027884,"CHICAGO BRIDGE & IRON CO N V","10-K","2018-02-21","edgar/data/1027884/0001027884-18-000045.txt","edgar/data/1027884/0001027884-18-000045-index.html"
7930,1028734,"COBIZ FINANCIAL INC","10-K","2018-02-16","edgar/data/1028734/0001558370-18-000754.txt","edgar/data/1028734/0001558370-18-000754-index.html"
7967,1028918,"PACIFIC PREMIER BANCORP INC","10-K","2018-02-28","edgar/data/1028918/0001028918-18-000042.txt","edgar/data/1028918/0001028918-18-000042-index.html"
8022,1028954,"SUSSEX BANCORP","10-K","2018-03-15","edgar/data/1028954/0001028954-18-000002.txt","edgar/data/1028954/0001028954-18-000002-index.html"
10199,1029125,"Sun BioPharma, Inc.","10-K","2018-03-21","edgar/data/1029125/0001437749-18-005094.txt","edgar/data/1029125/0001437749-18-005094-index.html"
10215,1029142,"DYNAVAX TECHNOLOGIES CORP","10-K","2018-03-08","edgar/data/1029142/0001564590-18-004917.txt","edgar/data/1029142/0001564590-18-004917-index.html"
10277,1029199,"EURONET WORLDWIDE INC","10-K","2018-03-01","edgar/data/1029199/0001029199-18-000015.txt","edgar/data/1029199/0001029199-18-000015-index.html"
10371,1029730,"LADENBURG THALMANN FINANCIAL SERVICES INC.","10-K","2018-03-16","edgar/data/1029730/0001029730-18-000002.txt","edgar/data/1029730/0001029730-18-000002-index.html"
10392,1029744,"SONIC FOUNDRY INC","10-K","2018-01-12","edgar/data/1029744/0001029744-18-000006.txt","edgar/data/1029744/0001029744-18-000006-index.html"
10407,1029800,"URSTADT BIDDLE PROPERTIES INC","10-K","2018-01-12","edgar/data/1029800/0001029800-18-000010.txt","edgar/data/1029800/0001029800-18-000010-index.html"
10439,1029831,"HILLMAN COMPANIES INC","10-K","2018-03-21","edgar/data/1029831/0001029831-18-000006.txt","edgar/data/1029831/0001029831-18-000006-index.html"
10456,1030192,"NEW JERSEY MINING CO","10-K","2018-02-26","edgar/data/1030192/0001052918-18-000050.txt","edgar/data/1030192/0001052918-18-000050-index.html"
10472,1030469,"OFG BANCORP","10-K","2018-03-13","edgar/data/1030469/0001030469-18-000021.txt","edgar/data/1030469/0001030469-18-000021-index.html"
10626,1031029,"StarTek, Inc.","10-K","2018-03-16","edgar/data/1031029/0001031029-18-000025.txt","edgar/data/1031029/0001031029-18-000025-index.html"
10660,1031093,"SILVER BULL RESOURCES, INC.","10-K","2018-01-17","edgar/data/1031093/0001079973-18-000029.txt","edgar/data/1031093/0001079973-18-000029-index.html"
10668,1031203,"GROUP 1 AUTOMOTIVE INC","10-K","2018-02-20","edgar/data/1031203/0001031203-18-000013.txt","edgar/data/1031203/0001031203-18-000013-index.html"
10738,1031296,"FIRSTENERGY CORP","10-K","2018-02-20","edgar/data/1031296/0001031296-18-000015.txt","edgar/data/1031296/0001031296-18-000015-index.html"
10799,1031316,"FRANKLIN STREET PROPERTIES CORP /MA/","10-K","2018-02-13","edgar/data/1031316/0001558370-18-000638.txt","edgar/data/1031316/0001558370-18-000638-index.html"
10813,103145,"VEECO INSTRUMENTS INC","10-K","2018-02-21","edgar/data/103145/0001104659-18-011084.txt","edgar/data/103145/0001104659-18-011084-index.html"
10834,1031623,"GULF ISLAND FABRICATION INC","10-K","2018-03-09","edgar/data/1031623/0001031623-18-000014.txt","edgar/data/1031623/0001031623-18-000014-index.html"
10882,1032033,"SLM CORP","10-K","2018-02-23","edgar/data/1032033/0001628280-18-002138.txt","edgar/data/1032033/0001628280-18-002138-index.html"
10931,1032208,"SEMPRA ENERGY","10-K","2018-02-27","edgar/data/1032208/0000086521-18-000019.txt","edgar/data/1032208/0000086521-18-000019-index.html"
11101,10329,"BASSETT FURNITURE INDUSTRIES INC","10-K","2018-01-18","edgar/data/10329/0001437749-18-000767.txt","edgar/data/10329/0001437749-18-000767-index.html"
11139,1033012,"FLAGSTAR BANCORP INC","10-K","2018-03-12","edgar/data/1033012/0001033012-18-000025.txt","edgar/data/1033012/0001033012-18-000025-index.html"
